runtime_days,infected,reinfected,long_covid_cases,min_productivity,param_name,param_value,run,agents,backend
73,456,0,30,80.0,initial_infected_agents,5,43,1000,gpu
85,590,0,27,70.00376243591309,initial_infected_agents,5,44,1000,gpu
72,620,0,62,79.60000000000001,initial_infected_agents,5,45,1000,gpu
84,674,0,51,69.29600410461425,initial_infected_agents,5,46,1000,gpu
93,527,3,22,83.28740921020508,initial_infected_agents,5,47,1000,gpu
82,649,1,43,67.06057586669922,initial_infected_agents,5,48,1000,gpu
93,426,7,19,84.33766117095946,initial_infected_agents,5,49,1000,gpu
73,594,0,38,70.62435951232911,initial_infected_agents,10,0,1000,gpu
72,637,0,53,70.57482166290283,initial_infected_agents,10,1,1000,gpu
77,381,0,29,85.08157958984374,initial_infected_agents,10,2,1000,gpu
77,625,0,25,66.57791538238526,initial_infected_agents,10,3,1000,gpu
74,480,0,50,75.65745239257812,initial_infected_agents,10,4,1000,gpu
70,692,0,50,64.0095073699951,initial_infected_agents,10,5,1000,gpu
80,538,0,43,77.69389457702637,initial_infected_agents,10,6,1000,gpu
71,616,0,45,71.06822052001954,initial_infected_agents,10,7,1000,gpu
82,508,0,23,75.26447448730468,initial_infected_agents,10,8,1000,gpu
139,760,439,49,58.74941997528076,initial_infected_agents,10,9,1000,gpu
69,505,0,38,80.1,initial_infected_agents,10,10,1000,gpu
70,527,0,40,83.5,initial_infected_agents,10,11,1000,gpu
68,675,0,67,71.31521759033204,initial_infected_agents,10,12,1000,gpu
54,25,0,0,98.5,initial_infected_agents,10,13,1000,gpu
75,647,0,48,67.15243721008302,initial_infected_agents,10,14,1000,gpu
86,545,0,28,74.24952049255371,initial_infected_agents,10,15,1000,gpu
66,432,0,21,82.2,initial_infected_agents,10,16,1000,gpu
76,600,0,31,75.20472412109375,initial_infected_agents,10,17,1000,gpu
72,534,0,31,73.04574832916259,initial_infected_agents,10,18,1000,gpu
69,666,0,45,66.63981838226319,initial_infected_agents,10,19,1000,gpu
105,604,40,35,73.76038932800293,initial_infected_agents,10,20,1000,gpu
73,550,0,50,78.74852027893067,initial_infected_agents,10,21,1000,gpu
65,674,0,53,69.6942543029785,initial_infected_agents,10,22,1000,gpu
82,625,0,33,68.82698955535889,initial_infected_agents,10,23,1000,gpu
72,572,0,38,72.16721019744872,initial_infected_agents,10,24,1000,gpu
70,395,0,20,81.69910135269166,initial_infected_agents,10,25,1000,gpu
65,578,0,62,78.5,initial_infected_agents,10,26,1000,gpu
72,566,0,28,72.3063084602356,initial_infected_agents,10,27,1000,gpu
72,626,0,67,77.41420059204101,initial_infected_agents,10,28,1000,gpu
83,327,0,14,85.99091987609864,initial_infected_agents,10,29,1000,gpu
75,452,0,26,78.22451877593994,initial_infected_agents,10,30,1000,gpu
75,623,0,38,66.41567993164062,initial_infected_agents,10,31,1000,gpu
73,549,0,29,77.3,initial_infected_agents,10,32,1000,gpu
131,790,462,86,60.97804946899414,initial_infected_agents,10,33,1000,gpu
69,580,0,25,74.9470088005066,initial_infected_agents,10,34,1000,gpu
77,648,0,50,71.05507278442383,initial_infected_agents,10,35,1000,gpu
70,356,0,15,85.39696338176728,initial_infected_agents,10,36,1000,gpu
80,497,0,45,79.95528030395508,initial_infected_agents,10,37,1000,gpu
66,630,0,44,68.6055778503418,initial_infected_agents,10,38,1000,gpu
75,544,0,14,73.8,initial_infected_agents,10,39,1000,gpu
75,582,0,52,74.69983177185058,initial_infected_agents,10,40,1000,gpu
71,562,0,37,78.9,initial_infected_agents,10,41,1000,gpu
72,634,0,49,70.92740211486816,initial_infected_agents,10,42,1000,gpu
72,530,0,22,75.6,initial_infected_agents,10,43,1000,gpu
74,594,0,39,68.91175231933595,initial_infected_agents,10,44,1000,gpu
69,623,0,54,78.9,initial_infected_agents,10,45,1000,gpu
77,668,0,61,69.8348892211914,initial_infected_agents,10,46,1000,gpu
68,499,0,29,84.31502132415771,initial_infected_agents,10,47,1000,gpu
86,646,0,53,68.28326950073243,initial_infected_agents,10,48,1000,gpu
151,714,333,34,63.55430850982666,initial_infected_agents,10,49,1000,gpu
68,590,0,36,71.57732734680175,initial_infected_agents,20,0,1000,gpu
60,614,0,44,72.62901992797852,initial_infected_agents,20,1,1000,gpu
86,467,0,27,81.3524034500122,initial_infected_agents,20,2,1000,gpu
69,654,0,26,66.22274141311647,initial_infected_agents,20,3,1000,gpu
75,522,0,44,75.69131278991699,initial_infected_agents,20,4,1000,gpu
79,754,0,55,60.11900844573974,initial_infected_agents,20,5,1000,gpu
78,552,0,43,79.02990798950196,initial_infected_agents,20,6,1000,gpu
68,600,0,44,71.07813205718993,initial_infected_agents,20,7,1000,gpu
76,548,0,34,73.37522163391112,initial_infected_agents,20,8,1000,gpu
74,652,0,35,68.1914686203003,initial_infected_agents,20,9,1000,gpu
70,542,0,33,78.76111907958985,initial_infected_agents,20,10,1000,gpu
66,539,0,57,82.69999999999999,initial_infected_agents,20,11,1000,gpu
67,685,0,80,70.39267807006836,initial_infected_agents,20,12,1000,gpu
149,689,324,31,64.09606628417968,initial_infected_agents,20,13,1000,gpu
74,640,0,39,69.66009998321535,initial_infected_agents,20,14,1000,gpu
69,564,0,39,72.54572525024415,initial_infected_agents,20,15,1000,gpu
72,388,0,17,83.89999999999999,initial_infected_agents,20,16,1000,gpu
71,604,0,31,75.98443832397462,initial_infected_agents,20,17,1000,gpu
72,581,0,32,68.6138759613037,initial_infected_agents,20,18,1000,gpu
63,655,0,57,65.54764976501465,initial_infected_agents,20,19,1000,gpu
86,586,0,30,74.89308586120606,initial_infected_agents,20,20,1000,gpu
67,577,0,58,78.74432010650635,initial_infected_agents,20,21,1000,gpu
72,696,0,49,68.99579010009765,initial_infected_agents,20,22,1000,gpu
70,643,0,44,67.82121963500977,initial_infected_agents,20,23,1000,gpu
69,632,0,40,69.50426998138428,initial_infected_agents,20,24,1000,gpu
67,503,0,27,77.92457523345946,initial_infected_agents,20,25,1000,gpu
62,618,0,52,77.2,initial_infected_agents,20,26,1000,gpu
70,590,0,25,72.31545505523682,initial_infected_agents,20,27,1000,gpu
75,662,0,67,75.9724739074707,initial_infected_agents,20,28,1000,gpu
67,318,0,11,85.6,initial_infected_agents,20,29,1000,gpu
72,439,0,30,78.91589479446411,initial_infected_agents,20,30,1000,gpu
71,650,0,46,65.37990493774414,initial_infected_agents,20,31,1000,gpu
